Signal,Id,Type,DataType,Complex,Unit,Min,Max,Desc,Enum,Sensor,Actuator,instances
Vehicle.Cabin.Seat.Cushion.Length.Row2.Pos3,"","sensor","uint16","False","mm","0","500","Forward length of cushion (leg support). 0 = Rearmost. 500 = Forwardmost.","","","",
Vehicle.Cabin.Seat.Cushion.Length.Row2.Pos4,"","sensor","uint16","False","mm","0","500","Forward length of cushion (leg support). 0 = Rearmost. 500 = Forwardmost.","","","",
Vehicle.Cabin.Seat.Cushion.Length.Row2.Pos5,"","sensor","uint16","False","mm","0","500","Forward length of cushion (leg support). 0 = Rearmost. 500 = Forwardmost.","","","",
Vehicle.Cabin.Seat.Cushion.Length.Row3,"","sensor","uint16","True","mm","0","500","Forward length of cushion (leg support). 0 = Rearmost. 500 = Forwardmost.","","","",
Vehicle.Cabin.Seat.Cushion.Length.Row3.Pos1,"","sensor","uint16","False","mm","0","500","Forward length of cushion (leg support). 0 = Rearmost. 500 = Forwardmost.","","","",
Vehicle.Cabin.Seat.Cushion.Length.Row3.Pos2,"","sensor","uint16","False","mm","0","500","Forward length of cushion (leg support). 0 = Rearmost. 500 = Forwardmost.","","","",
Vehicle.Cabin.Seat.Cushion.Length.Row3.Pos3,"","sensor","uint16","False","mm","0","500","Forward length of cushion (leg support). 0 = Rearmost. 500 = Forwardmost.","","","",
Vehicle.Cabin.Seat.Cushion.Length.Row3.Pos4,"","sensor","uint16","False","mm","0","500","Forward length of cushion (leg support). 0 = Rearmost. 500 = Forwardmost.","","","",
Vehicle.Cabin.Seat.Cushion.Length.Row3.Pos5,"","sensor","uint16","False","mm","0","500","Forward length of cushion (leg support). 0 = Rearmost. 500 = Forwardmost.","","","",
Vehicle.Cabin.Seat.Cushion.Length.Row4,"","sensor","uint16","True","mm","0","500","Forward length of cushion (leg support). 0 = Rearmost. 500 = Forwardmost.","","","",
Vehicle.Cabin.Seat.Cushion.Length.Row4.Pos1,"","sensor","uint16","False","mm","0","500","Forward length of cushion (leg support). 0 = Rearmost. 500 = Forwardmost.","","","",
Vehicle.Cabin.Seat.Cushion.Length.Row4.Pos2,"","sensor","uint16","False","mm","0","500","Forward length of cushion (leg support). 0 = Rearmost. 500 = Forwardmost.","","","",
Vehicle.Cabin.Seat.Cushion.Length.Row4.Pos3,"","sensor","uint16","False","mm","0","500","Forward length of cushion (leg support). 0 = Rearmost. 500 = Forwardmost.","","","",
Vehicle.Cabin.Seat.Cushion.Length.Row4.Pos4,"","sensor","uint16","False","mm","0","500","Forward length of cushion (leg support). 0 = Rearmost. 500 = Forwardmost.","","","",
Vehicle.Cabin.Seat.Cushion.Length.Row4.Pos5,"","sensor","uint16","False","mm","0","500","Forward length of cushion (leg support). 0 = Rearmost. 500 = Forwardmost.","","","",
Vehicle.Cabin.Seat.Lumbar,"","branch","","False","","","","Lumbar signals","","",""
Vehicle.Cabin.Seat.Lumbar.Inflation,"","sensor","uint8","True","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",[['Row[1,4]', 'Pos[1,5]']]
Vehicle.Cabin.Seat.Lumbar.Inflation.Row1,"","sensor","uint8","True","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.Lumbar.Inflation.Row1.Pos1,"","sensor","uint8","False","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.Lumbar.Inflation.Row1.Pos2,"","sensor","uint8","False","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.Lumbar.Inflation.Row1.Pos3,"","sensor","uint8","False","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.Lumbar.Inflation.Row1.Pos4,"","sensor","uint8","False","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.Lumbar.Inflation.Row1.Pos5,"","sensor","uint8","False","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.Lumbar.Inflation.Row2,"","sensor","uint8","True","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.Lumbar.Inflation.Row2.Pos1,"","sensor","uint8","False","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.Lumbar.Inflation.Row2.Pos2,"","sensor","uint8","False","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.Lumbar.Inflation.Row2.Pos3,"","sensor","uint8","False","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.Lumbar.Inflation.Row2.Pos4,"","sensor","uint8","False","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.Lumbar.Inflation.Row2.Pos5,"","sensor","uint8","False","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.Lumbar.Inflation.Row3,"","sensor","uint8","True","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.Lumbar.Inflation.Row3.Pos1,"","sensor","uint8","False","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.Lumbar.Inflation.Row3.Pos2,"","sensor","uint8","False","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.Lumbar.Inflation.Row3.Pos3,"","sensor","uint8","False","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.Lumbar.Inflation.Row3.Pos4,"","sensor","uint8","False","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.Lumbar.Inflation.Row3.Pos5,"","sensor","uint8","False","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.Lumbar.Inflation.Row4,"","sensor","uint8","True","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.Lumbar.Inflation.Row4.Pos1,"","sensor","uint8","False","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.Lumbar.Inflation.Row4.Pos2,"","sensor","uint8","False","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.Lumbar.Inflation.Row4.Pos3,"","sensor","uint8","False","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.Lumbar.Inflation.Row4.Pos4,"","sensor","uint8","False","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.Lumbar.Inflation.Row4.Pos5,"","sensor","uint8","False","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.Lumbar.Height,"","sensor","uint8","True","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.","","","",[['Row[1,4]', 'Pos[1,5]']]
Vehicle.Cabin.Seat.Lumbar.Height.Row1,"","sensor","uint8","True","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.","","","",
Vehicle.Cabin.Seat.Lumbar.Height.Row1.Pos1,"","sensor","uint8","False","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.","","","",
Vehicle.Cabin.Seat.Lumbar.Height.Row1.Pos2,"","sensor","uint8","False","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.","","","",
Vehicle.Cabin.Seat.Lumbar.Height.Row1.Pos3,"","sensor","uint8","False","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.","","","",
Vehicle.Cabin.Seat.Lumbar.Height.Row1.Pos4,"","sensor","uint8","False","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.","","","",
Vehicle.Cabin.Seat.Lumbar.Height.Row1.Pos5,"","sensor","uint8","False","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.","","","",
Vehicle.Cabin.Seat.Lumbar.Height.Row2,"","sensor","uint8","True","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.","","","",
Vehicle.Cabin.Seat.Lumbar.Height.Row2.Pos1,"","sensor","uint8","False","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.","","","",
Vehicle.Cabin.Seat.Lumbar.Height.Row2.Pos2,"","sensor","uint8","False","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.","","","",
Vehicle.Cabin.Seat.Lumbar.Height.Row2.Pos3,"","sensor","uint8","False","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.","","","",
Vehicle.Cabin.Seat.Lumbar.Height.Row2.Pos4,"","sensor","uint8","False","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.","","","",
Vehicle.Cabin.Seat.Lumbar.Height.Row2.Pos5,"","sensor","uint8","False","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.","","","",
Vehicle.Cabin.Seat.Lumbar.Height.Row3,"","sensor","uint8","True","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.","","","",
Vehicle.Cabin.Seat.Lumbar.Height.Row3.Pos1,"","sensor","uint8","False","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.","","","",
Vehicle.Cabin.Seat.Lumbar.Height.Row3.Pos2,"","sensor","uint8","False","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.","","","",
Vehicle.Cabin.Seat.Lumbar.Height.Row3.Pos3,"","sensor","uint8","False","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.","","","",
Vehicle.Cabin.Seat.Lumbar.Height.Row3.Pos4,"","sensor","uint8","False","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.","","","",
Vehicle.Cabin.Seat.Lumbar.Height.Row3.Pos5,"","sensor","uint8","False","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.","","","",
Vehicle.Cabin.Seat.Lumbar.Height.Row4,"","sensor","uint8","True","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.","","","",
Vehicle.Cabin.Seat.Lumbar.Height.Row4.Pos1,"","sensor","uint8","False","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.","","","",
Vehicle.Cabin.Seat.Lumbar.Height.Row4.Pos2,"","sensor","uint8","False","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.","","","",
Vehicle.Cabin.Seat.Lumbar.Height.Row4.Pos3,"","sensor","uint8","False","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.","","","",
Vehicle.Cabin.Seat.Lumbar.Height.Row4.Pos4,"","sensor","uint8","False","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.","","","",
Vehicle.Cabin.Seat.Lumbar.Height.Row4.Pos5,"","sensor","uint8","False","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.","","","",
Vehicle.Cabin.Seat.SideBolster,"","branch","","False","","","","Side bolster settings","","",""
Vehicle.Cabin.Seat.SideBolster.Inflation,"","sensor","uint8","True","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",[['Row[1,4]', 'Pos[1,5]']]
Vehicle.Cabin.Seat.SideBolster.Inflation.Row1,"","sensor","uint8","True","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.SideBolster.Inflation.Row1.Pos1,"","sensor","uint8","False","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.SideBolster.Inflation.Row1.Pos2,"","sensor","uint8","False","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.SideBolster.Inflation.Row1.Pos3,"","sensor","uint8","False","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.SideBolster.Inflation.Row1.Pos4,"","sensor","uint8","False","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.SideBolster.Inflation.Row1.Pos5,"","sensor","uint8","False","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.SideBolster.Inflation.Row2,"","sensor","uint8","True","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.SideBolster.Inflation.Row2.Pos1,"","sensor","uint8","False","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.SideBolster.Inflation.Row2.Pos2,"","sensor","uint8","False","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.SideBolster.Inflation.Row2.Pos3,"","sensor","uint8","False","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.SideBolster.Inflation.Row2.Pos4,"","sensor","uint8","False","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.SideBolster.Inflation.Row2.Pos5,"","sensor","uint8","False","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.SideBolster.Inflation.Row3,"","sensor","uint8","True","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.SideBolster.Inflation.Row3.Pos1,"","sensor","uint8","False","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.SideBolster.Inflation.Row3.Pos2,"","sensor","uint8","False","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.SideBolster.Inflation.Row3.Pos3,"","sensor","uint8","False","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.SideBolster.Inflation.Row3.Pos4,"","sensor","uint8","False","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.SideBolster.Inflation.Row3.Pos5,"","sensor","uint8","False","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.SideBolster.Inflation.Row4,"","sensor","uint8","True","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.SideBolster.Inflation.Row4.Pos1,"","sensor","uint8","False","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.SideBolster.Inflation.Row4.Pos2,"","sensor","uint8","False","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.SideBolster.Inflation.Row4.Pos3,"","sensor","uint8","False","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.SideBolster.Inflation.Row4.Pos4,"","sensor","uint8","False","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.SideBolster.Inflation.Row4.Pos5,"","sensor","uint8","False","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","",
Vehicle.Cabin.Seat.HeadRestraint,"","branch","","False","","","","Head restraint settings","","",""
Vehicle.Cabin.Seat.HeadRestraint.Height,"","sensor","uint8","True","mm","0","255","Height of head restraint. 0 = Bottommost. 255 = Topmost.","","","",[['Row[1,4]', 'Pos[1,5]']]
Vehicle.Cabin.Seat.HeadRestraint.Height.Row1,"","sensor","uint8","True","mm","0","255","Height of head restraint. 0 = Bottommost. 255 = Topmost.","","","",
Vehicle.Cabin.Seat.HeadRestraint.Height.Row1.Pos1,"","sensor","uint8","False","mm","0","255","Height of head restraint. 0 = Bottommost. 255 = Topmost.","","","",
Vehicle.Cabin.Seat.HeadRestraint.Height.Row1.Pos2,"","sensor","uint8","False","mm","0","255","Height of head restraint. 0 = Bottommost. 255 = Topmost.","","","",
Vehicle.Cabin.Seat.HeadRestraint.Height.Row1.Pos3,"","sensor","uint8","False","mm","0","255","Height of head restraint. 0 = Bottommost. 255 = Topmost.","","","",
Vehicle.Cabin.Seat.HeadRestraint.Height.Row1.Pos4,"","sensor","uint8","False","mm","0","255","Height of head restraint. 0 = Bottommost. 255 = Topmost.","","","",
Vehicle.Cabin.Seat.HeadRestraint.Height.Row1.Pos5,"","sensor","uint8","False","mm","0","255","Height of head restraint. 0 = Bottommost. 255 = Topmost.","","","",
Vehicle.Cabin.Seat.HeadRestraint.Height.Row2,"","sensor","uint8","True","mm","0","255","Height of head restraint. 0 = Bottommost. 255 = Topmost.","","","",
Vehicle.Cabin.Seat.HeadRestraint.Height.Row2.Pos1,"","sensor","uint8","False","mm","0","255","Height of head restraint. 0 = Bottommost. 255 = Topmost.","","","",
Vehicle.Cabin.Seat.HeadRestraint.Height.Row2.Pos2,"","sensor","uint8","False","mm","0","255","Height of head restraint. 0 = Bottommost. 255 = Topmost.","","","",
Vehicle.Cabin.Seat.HeadRestraint.Height.Row2.Pos3,"","sensor","uint8","False","mm","0","255","Height of head restraint. 0 = Bottommost. 255 = Topmost.","","","",
Vehicle.Cabin.Seat.HeadRestraint.Height.Row2.Pos4,"","sensor","uint8","False","mm","0","255","Height of head restraint. 0 = Bottommost. 255 = Topmost.","","","",
Vehicle.Cabin.Seat.HeadRestraint.Height.Row2.Pos5,"","sensor","uint8","False","mm","0","255","Height of head restraint. 0 = Bottommost. 255 = Topmost.","","","",
Vehicle.Cabin.Seat.HeadRestraint.Height.Row3,"","sensor","uint8","True","mm","0","255","Height of head restraint. 0 = Bottommost. 255 = Topmost.","","","",
Vehicle.Cabin.Seat.HeadRestraint.Height.Row3.Pos1,"","sensor","uint8","False","mm","0","255","Height of head restraint. 0 = Bottommost. 255 = Topmost.","","","",
Vehicle.Cabin.Seat.HeadRestraint.Height.Row3.Pos2,"","sensor","uint8","False","mm","0","255","Height of head restraint. 0 = Bottommost. 255 = Topmost.","","","",
